tweets,label,preprocess_tweets
"@StrongerIn Article states ""The UK imports more than half of its gas from Europe, mostly from Norway"". Norway are not in the EU",leave,"article states "" the uk imports more than half of its gas from europe mostly from norway "" norway are not in the eu"
S'gonna be great - Trump as #POTUS &amp; Boris as PM. #SuchFun https://t.co/6yv48fAcUO,leave,s'gonna be great - trump as <hashtag> amp ; boris as pm <hashtag> <url>
Excellent! Courtesy of #BrexitMK https://t.co/l5XyDWdA2S @vote_leave,leave,excellent courtesy of <hashtag> <url>
EU: New refugee quotas in EU! Nations will have to pay £200.000 per refugee they refuse. That is blackmail! #LeaveEU https://t.co/ydHVOpnt0r,leave,eu : new refugee quotas in eu nations will have to pay <number> per refugee they refuse that is blackmail <hashtag> <url>
I have just heard rave reviews about @JacobReesMogg #Brexit talk @warwickuni tonight  https://t.co/Z5OH825bmo,leave,i have just heard rave reviews about <hashtag> talk tonight <url>
#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/bsb6syCAql,leave,<hashtag> <hashtag> time to <hashtag> time to <hashtag> and <hashtag> <url>
"@AndrewDuffEU @policynetwork
I've been thinking about the immediate response to a vote for Brexit:
https://t.co/grFklF9oRD",leave,i've been thinking about the immediate response to a vote for brexit : <url>
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/RVMbvxwBrG",leave,donald trump backs brexit saying uk would be ' better off ' without eu <url>
@JTGCharalambous @SaveTrentPark Well done Jason you are still fighting to preserve our local English heritage.Hope you are supporting Brexit,leave,well done jason you are still fighting to preserve our local english heritagehope you are supporting brexit
@SkyNews It's funny how all these world leaders are speaking out against #Brexit whilst holding hands with Cameron.,leave,it's funny how all these world leaders are speaking out against <hashtag> whilst holding hands with cameron
@jamesoxby I agree James Brexit will be the catalyst for EU break up which is what most of the EU population want!! Freedom from EU tyranny,leave,i agree james brexit will be the catalyst for eu break up which is what most of the eu population want freedom from eu tyranny
"@55Massey I've read so many tweets of people thinking by voting tory they are somehow wanting to stay in the EU, it's just not true #Brexit",leave,i've read so many tweets of people thinking by voting tory they are somehow wanting to stay in the eu it's just not true <hashtag>
Safer In #EU? No! No! No! Terrorists want the UK to STAY https://t.co/qLfOz2py9l Remember 7/7 Paris #Brussels #EUreferendum #remain #brexit,leave,safer in <hashtag> no no no terrorists want the uk to stay <url> remember <number> / <number> paris <hashtag> <hashtag> <hashtag> <hashtag>
"Royal Navy fires warning shot at Spanish boat 'hassling' US sub  These are our friends ??????#EU #Brexit

https://t.co/Q5aFIOEQFq",leave,royal navy fires warning shot at spanish boat ' hassling ' us sub these are our friends <hashtag> <hashtag> <url>
"Right, suppose I'd better go vote. Stage 1 of getting Cameron and the rest of the Tory/Remain tosspots out of office. #VoteUKIP #VoteLeave",leave,right suppose i'd better go vote stage <number> of getting cameron and the rest of the tory / remain tosspots out of office <hashtag> <hashtag>
@Grassroots_Out @vote_leave @BrexitNoww @IrishRepubIic @theirishpost @TaxLandNotMan @BasicIncomeOrg @basicincome https://t.co/WRhCxdi5Bg,leave,<url>
Rational Brexiteer @WhiteWednesday argues for rational post-Brexit strategy on EEA/immigration.Plausible? You judge https://t.co/gp2w5QCbwn,leave,rational brexiteer argues for rational post-brexit strategy on eea / immigrationplausible you judge <url>
Aye. The Soviet Union was ultimately doomed to failure. Its European counterpart will go the same way #VoteLeave  https://t.co/giCOTCtHsF,leave,aye the soviet union was ultimately doomed to failure its european counterpart will go the same way <hashtag> <url>
"@David_Cameron's gov't on third u-turn, academies, junior doctors and child refugees.  Public #VPissedOff #Brexit https://t.co/gUM26jmVgf",leave,' s gov't on third u-turn academies junior doctors and child refugees public <hashtag> <hashtag> <url>
@regular_tea Exactly. I'll be voting #Conservative tomorrow but don't mind if you vote #UKIP instead. All good for #Brexit!(most imporrtant),leave,exactly i'll be voting <hashtag> tomorrow but don't mind if you vote <hashtag> instead all good for <hashtag> imporrtant
@Scientists4EU which amounts to approx 3% of R&amp;D funding. Scientific funding not strong argument to remain https://t.co/HooDvttawA,leave,which amounts to approx <number> of ramp <smile> funding scientific funding not strong argument to remain <url>
You just couldn't get a nicer bunch of people.... https://t.co/Illrf0P8Cb,leave,you just couldn't get a nicer bunch of people <url>
Again Lies #Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/TriBCl2g5x,leave,again lies <hashtag> <hashtag> time to <hashtag> time to <hashtag> and <hashtag> <url>
And vote for the uk nazi party https://t.co/gvdDrY1ZYU,leave,and vote for the uk nazi party <url>
"@NwoReport @Darkstargoddess We'll, dat union shd fynaly alow Brexit 2 work😂",leave,we'll dat union shd fynaly alow brexit <number> work 😂
"Pollution warnings as air blown in from continent. Shows we need EU-wide action to improve air quality #INtogether
https://t.co/d9cFmFqgNO",leave,pollution warnings as air blown in from continent shows we need eu-wide action to improve air quality <hashtag> <url>
@Telegraph @Swindonjack Forgot after BREXIT Cameron will be long gone anyway!!,leave,forgot after brexit cameron will be long gone anyway
No words to add. Just a wish to regain our #sovereignty &amp; #voteleave to #takecontrol &amp; #brexit following #EUref https://t.co/Hbb036KM9B,leave,no words to add just a wish to regain our <hashtag> amp ; <hashtag> to <hashtag> amp ; <hashtag> following <hashtag> <url>
"FT's @ChrisGiles_ pulls no punches on idea UK would get better trade deals outside EU: ""risible case for Brexit""  https://t.co/OhCUyenC6I",leave,"ft's pulls no punches on idea uk would get better trade deals outside eu : "" risible case for brexit "" <url>"
@StrongerInPress  Best for whom? https://t.co/CeLOq88paO,leave,best for whom <url>
My daughter loves this - as if she ever listens to her Dad!!!! https://t.co/abbJC5CrBm,leave,my daughter loves this - as if she ever listens to her dad <url>
Oh well there goes Brexit credability! BBC News - EU referendum: Donald Trump backs Brexit https://t.co/Ny6ugSw7At,leave,oh well there goes brexit credability bbc news - eu referendum : donald trump backs brexit <url>
@Nigel_Farage That's how Dodgy Dave will feel on June 24th. #Brexit #VoteLeave,leave,that's how dodgy dave will feel on june <number> th <hashtag> <hashtag>
"@StrongerIn just because it suits THEM for us to stay in, does not mean its in OUR interests to stay !",leave,just because it suits them for us to stay in does not mean its in our interests to stay
Today EU Commission will issue more directives to EU member states who have to comply! Will you? #Brexit https://t.co/W18ypxDhv6,leave,today eu commission will issue more directives to eu member states who have to comply will you <hashtag> <url>
Discover the wealth of opportunity outside the EU if you #VoteLeave https://t.co/ZjmoSA8nt6 https://t.co/co5xC9531V,leave,discover the wealth of opportunity outside the eu if you <hashtag> <url> <url>
"#Jihadi centres at the ready! 
#Erdogan has given the 'special' orders that's cost the #EU an extra €3bn 
#Brexit https://t.co/qM0r57ohz8",leave,<hashtag> centres at the ready <hashtag> has given the ' special ' orders that's cost the <hashtag> an extra € <number> bn <hashtag> <url>
This https://t.co/CJlqpGhO3v,leave,this <url>
..... and so it starts! #Brexit https://t.co/72I321Nl8T,leave,and so it starts <hashtag> <url>
Brexit in June ? https://t.co/FuYOpmeXhk,leave,brexit in june <url>
"Well that's officially the best reason I've heard so far to vote ""in""! EU referendum: Donald Trump backs Brexit https://t.co/I5FtGwi0Ne",leave,"well that's officially the best reason i've heard so far to vote "" in "" eu referendum : donald trump backs brexit <url>"
@LeaveEUOfficial @CityAM Yes. Another example of EU meddling in areas which are none of its business. Subsidiarity an illusion. Vote LEAVE,leave,yes another example of eu meddling in areas which are none of its business subsidiarity an illusion vote leave
"@RosieWyatt @Olgachristie THEN TAKE THE TIME &amp;DO SOMETHING!{It's""PRICE of FREEDOM""?}-WHAT IF this""practice""for ""BREXIT VOTE?=U'll be SCREWED",leave,"then take the time amp <smile> o something { it's "" price of freedom "" } - what if this "" practice "" for "" brexit vote = u'll be screwed"
#bbcqt: this guy intelligent: knows about #politiciansRcriminals forcing #TTIP through #EU. So #Brexit from #EUref. #NigelLawson Honest Now,leave,<hashtag> this guy intelligent : knows about <hashtag> forcing <hashtag> through <hashtag> so <hashtag> from <hashtag> <hashtag> honest now
Nigel Lawson putting some real good points across re #Brexit #bbcqt,leave,nigel lawson putting some real good points across re <hashtag> <hashtag>
"@VoteLeaveSW Cameron has played the Brexit crew like the bunch of amateurs they are, sadly.
Time to get wise to him and what's coming.",leave,cameron has played the brexit crew like the bunch of amateurs they are sadly time to get wise to him and what's coming
Will they kowtow or show some leadership? https://t.co/3qhh9K6rD5,leave,will they kowtow or show some leadership <url>
Anecdotal evidence of #Brexit's impact on the UK economy is starting to become a lot less anecdotal pre-referendum: https://t.co/iLrgAv8GuX,leave,anecdotal evidence of <hashtag> impact on the uk economy is starting to become a lot less anecdotal pre-referendum : <url>
"When both The Sun and Donald Trump back #brexit , you know there's only one logical choice, to remain https://t.co/lYQoR6p6v8",leave,when both the sun and donald trump back <hashtag> you know there's only one logical choice to remain <url>
The racist idiots voting ukip. Why? What purpose will the serve after the #EUreferendum? Absolutely nothing. Kippers really are dense,leave,the racist idiots voting ukip why what purpose will the serve after the <hashtag> absolutely nothing kippers really are dense
#VoteLeave to ensure our future is bright! #Brexit https://t.co/1CHLQku8LC,leave,<hashtag> to ensure our future is bright <hashtag> <url>
"More Bullshit from Mr. Cameron. https://t.co/wz29NUOGPN Hopefully people see this arrogant, cocky c**t for the twat he really is. #Brexit",leave,more bullshit from mr cameron <url> hopefully people see this arrogant cocky c * * t for the twat he really is <hashtag>
@jasperhutchings @Arron_banks @Coeurdelion87 Those two combined to shaft Europe once before in WW1. Brexit before we're kebabed.,leave,those two combined to shaft europe once before in ww <number> brexit before we're kebabed
(0)Prediction&gt;&gt;&gt;Next Cameron move:&gt;&gt;&gt;Will he try to  bribe/threaten Boris J to playing controlled opposition to sabotage  Brexit?,leave,<number> predictiongt ; gt ; gt ; next cameron move : gt ; gt ; gt ; will he try to bribe / threaten boris j to playing controlled opposition to sabotage brexit
@andyrome64 As we should. @vote_leave @canadab1967,leave,as we should
looking 4wd to commentariat telling trump to keep his beak out of brexit debate as they did with obama https://t.co/wBwRwdKnqA,leave,looking <number> wd to commentariat telling trump to keep his beak out of brexit debate as they did with obama <url>
"Sensing the government is beginning to panic about #Brexit. First May speech, then u-turn on Calais, now U-turn on junior docs.",leave,sensing the government is beginning to panic about <hashtag> first may speech then u-turn on calais now u-turn on junior docs
"""Let me get this straight..."" #VoteLeave #ColumboforLeave https://t.co/TPaMDeQSPj",leave,""" let me get this straight "" <hashtag> <hashtag> <url>"
Gives me the creeps https://t.co/q7JopQg1x5,leave,gives me the creeps <url>
"Most of those who want to vote to leave are doing it for/but won't admit it...immigration - Good logic there pal, lol. #Brexit",leave,most of those who want to vote to leave are doing it for / but won't admit itimmigration - good logic there pal lol <hashtag>
@iainmartin1 @CapX How a conservative can recommend Brexit when this is going on in America I don't know.,leave,how a conservative can recommend brexit when this is going on in america i don't know
When we Brexit and many of our European friends follow...it will - help free them all! https://t.co/C2EmGkaQEg,leave,when we brexit and many of our european friends followit will - help free them all <url>
@StrongerIn @FabianPicardo Oh look they are all multi millionaires with their own self interests and gold plated EU gravy train pension2come,leave,oh look they are all multi millionaires with their own self interests and gold plated eu gravy train pension <number> come
BBC News - EU referendum: Donald Trump backs Brexit https://t.co/Gv48r9tOVN,leave,bbc news - eu referendum : donald trump backs brexit <url>
"Japanese PM @AbeShinzo tells me ""question of Brexit is for British people, but ""Japan very clearly wants Britain to remain in the EU""",leave,"japanese pm tells me "" question of brexit is for british people but "" japan very clearly wants britain to remain in the eu """
"If the folks at #Brexit didnt like Obama being pro EU, I'm sure trumps  support for brezit wont delight them either! https://t.co/y6UrmyqxPD",leave,if the folks at <hashtag> didnt like obama being pro eu i'm sure trumps support for brezit wont delight them either <url>
@EuroGuido @LeaveEUOfficial @virginmedia if virgin media give 500k to remain I'm #Virxit,leave,if virgin media give <number> k to remain i'm <hashtag>
"""You don't need trade agreements to do trade"". The level #Brexit campaign has fallen to beggars believe. Insult to voters.",leave,""" you don't need trade agreements to do trade "" the level <hashtag> campaign has fallen to beggars believe insult to voters"
"Cannot see meme w/o rapping ""Oh from now on call me Columbo cuz I come through wrinkled up, think I give a fuck?"" https://t.co/ac83roc4N0",leave,"cannot see meme w / o rapping "" oh from now on call me columbo cuz i come through wrinkled up think i give a fuck "" <url>"
Is £250bn of #trade at risk from #Brexit? https://t.co/rmdkbYqlnh,leave,is <number> bn of <hashtag> at risk from <hashtag> <url>
"Wow, governing by secrecy and subterfuge. Realize this is US as well as EU. TTIP includes US. https://t.co/PU1Hzqk1gZ",leave,wow governing by secrecy and subterfuge realize this is us as well as eu ttip includes us <url>
#Brexit - NO #saddiqKhan  https://t.co/kTILzDYX3k,leave,<hashtag> - no <hashtag> <url>
Heart rules head as food and drink industry backs Brexit. Or so says The Grocer's misleading headline https://t.co/o2vyBBYJJi via @TheGrocer,leave,heart rules head as food and drink industry backs brexit or so says the grocer's misleading headline <url> via
How does the EU help these brave people ? Does Eu trade affect them ? #brexit #euref #leave #VoteLeave #LeaveEU https://t.co/IyyMxVDCIn,leave,how does the eu help these brave people does eu trade affect them <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
Brilliant &amp; extraordinary insight into the rotten heart of #EU. RT &amp; show to Remainer friends. #Brexit is urgent. https://t.co/WIWQvbuySY,leave,brilliant amp ; extraordinary insight into the rotten heart of <hashtag> rt amp ; show to remainer friends <hashtag> is urgent <url>
It'll be the fault of #Brexit - vote #LeaveEU  https://t.co/RqSYLpFfxQ,leave,it'll be the fault of <hashtag> - vote <hashtag> <url>
Brexit: The (animated) Movie https://t.co/U2ZvTIvLUX via @YouTube,leave,brexit : the animated movie <url> via
Emigration: Why British expats have nothing to fear from Brexit - via @Telegraph https://t.co/RrrTBpyD7F,leave,emigration : why british expats have nothing to fear from brexit - via <url>
by leaving the EU we hope to rebuild a truly democratic Europe.  As it stands were IN a Dictatorship. #VoteLeave https://t.co/Jba1KcYDce,leave,by leaving the eu we hope to rebuild a truly democratic europe as it stands were in a dictatorship <hashtag> <url>
@_Jet_Fuel_ @johnnyhopper999 @LeaveEUOfficial The UK has to pay £1.8BL  towards preparing the 5 new countries to enter the EU.,leave,the uk has to pay <number> bl towards preparing the <number> new countries to enter the eu
"I live in Cyprus, my children are half Irish &amp; my girlfriend is Romanian. I am a proud English European @StrongerIn #StrongerIn",leave,i live in cyprus my children are half irish amp ; my girlfriend is romanian i am a proud english european <hashtag>
"EU Plans $290,000 Per Person Fine on Countries Refusing ""Fair Share"" of #economicmigrants fleeing poverty https://t.co/wtf1Kx2ctv @MishGEA",leave,"eu plans <number> per person fine on countries refusing "" fair share "" of <hashtag> fleeing poverty <url>"
"@UK__News why is it when France says no, the deal (or whatever) is in trouble; if we say no, we're in trouble as bad Europeans #brexit",leave,why is it when france says no the deal or whatever is in trouble ; if we say no we're in trouble as bad europeans <hashtag>
For the Brexit Brigade delivering today. A) Lets get elections done B) I'm @LDINtogether @StrongerIn,leave,for the brexit brigade delivering today a lets get elections done b i'm
The EU had been using UK wealth for distributing to the corrupt UN https://t.co/gOHwsGCmLv,leave,the eu had been using uk wealth for distributing to the corrupt un <url>
"@David_Cameron @StrongerIn bull*, I'd expect with your apparent level of education you would see the long term future is #StrongerOut 1/3",leave,bull * i'd expect with your apparent level of education you would see the long term future is <hashtag> <number> / <number>
"That's stating  the obvious #LeaveEU , you should vote leave just to get , the best negotiators for going forward  https://t.co/Fk7YlBmXhF",leave,that's stating the obvious <hashtag> you should vote leave just to get the best negotiators for going forward <url>
@StrongerIn EU hinders our intelligence agencies re: @COLRICHARDKEMP Vote out 🇬🇧,leave,eu hinders our intelligence agencies re : vote out 🇬 🇧
Stop #privatisation of our #nhs #EU #referendum https://t.co/05gkVYoT2G,leave,stop <hashtag> of our <hashtag> <hashtag> <hashtag> <url>
"@rayne_ea The euro is a red herring in the Brexit debate. There has never been any possibility of UK joining €, except maybe under Lawson",leave,the euro is a red herring in the brexit debate there has never been any possibility of uk joining € except maybe under lawson
@bbcquestiontime the young lady summed up the #EU question. Why should the electorate listen to EU Council who are elected by MEPs? #Brexit,leave,the young lady summed up the <hashtag> question why should the electorate listen to eu council who are elected by meps <hashtag>
Waiting for backlash as #Leave campaign tells Trump to mind his own business: BBCNews Trump backs Brexit https://t.co/lmXPdyePRs #StrongerIn,leave,waiting for backlash as <hashtag> campaign tells trump to mind his own business : bbcnews trump backs brexit <url> <hashtag>
"We British public will decide our future,scaremongering from BOTH sides will not sway our own vote.Not convinced In. https://t.co/hi58JQYhdc",leave,we british public will decide our futurescaremongering from both sides will not sway our own votenot convinced in <url>
Spread the Word https://t.co/8w7TbwxmE8 #voteleave via @vote_leave,leave,spread the word <url> <hashtag> via
Staying alive is obv staying outside EU TPD w/wo #Brexit @FergusMason1 @Clive_Bates @CaeruleanSea,leave,staying alive is obv staying outside eu tpd w / wo <hashtag>
Makes you question ...? https://t.co/JmlYE7ydSh,leave,makes you question <url>
@StrongerIn Does this mean the unemployed have to wait until 2030 for jobs? ... what about the next 16 years?,leave,does this mean the unemployed have to wait until <number> for jobs what about the next <number> years
"I'll be voting #Remain as a precautionary measure. Should UKIP continue to make gains in Wales, I want the opportunity to flee the country",leave,i'll be voting <hashtag> as a precautionary measure should ukip continue to make gains in wales i want the opportunity to flee the country
Never mind US/Japan telling us 'what to do' just look at the pricks supporting it. #Brexit,leave,never mind us / japan telling us ' what to do ' just look at the pricks supporting it <hashtag>
Brexit would make UK 'less attractive' for Japanese companies: Abe https://t.co/zUZNDfa88Z,leave,brexit would make uk ' less attractive ' for japanese companies : abe <url>
"@CatarinaDemony @weareeuropeuk @IPFtweeting 

It's #EU ref - #Brexit is one of two options

Vote #Remain on 23 June",leave,it's <hashtag> ref - <hashtag> is one of two options vote <hashtag> on <number> june
"Taxpayer Funding Pro-EU Adverts https://t.co/iFuX32mngT via @guidofawkes
MORE CAMERON DIRTY TRICKS &amp; Prob illegal
#Brexit #StrongerIN NOT",leave,taxpayer funding pro-eu adverts <url> via more cameron dirty tricks amp ; prob illegal <hashtag> <hashtag> not
BAE Fears #Brexit `Domino Effect' With Scottish Shipyards at Risk https://t.co/mkoTBVLqXu via @business,leave,bae fears <hashtag> ` domino effect ' with scottish shipyards at risk <url> via
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/zVRJwVKkz7",leave,donald trump backs brexit saying uk would be ' better off ' without eu <url>
"@vote_leave Repeating a falsehood does not make it a fact. https://t.co/489D6WMudi
Don't be fooled into Brexit
UK is #StrongerIn #EU",leave,repeating a falsehood does not make it a fact <url> don't be fooled into brexit uk is <hashtag> <hashtag>
A Brexit could spell a mass exodus of EU workers because they&amp;#39;d fail immigration rules - Yahoo Finance UK https://t.co/AjRGIqjjAb via,leave,a brexit could spell a mass exodus of eu workers because theyamp ; <hashtag> fail immigration rules - yahoo finance uk <url> via
Excellent article on Gibraltar. Please RT. Britain needs to know about the effect of #Brexit. We need to #Remain https://t.co/e2hs5v0wkh,leave,excellent article on gibraltar please rt britain needs to know about the effect of <hashtag> we need to <hashtag> <url>
@rabite Thats what VPNs are for - welcome to 1984 - The Goal of the EU is to be able to censor all of Europe #Brexit #LeaveEU #Leave,leave,thats what vpns are for - welcome to <number> - the goal of the eu is to be able to censor all of europe <hashtag> <hashtag> <hashtag>
The Brexit Noose Around The Neck Of The NWO https://t.co/eO8L4FzP6F,leave,the brexit noose around the neck of the nwo <url>
#EU #VoteLeave #LeaveEU #brexit https://t.co/OgXoGJUFLB,leave,<hashtag> <hashtag> <hashtag> <hashtag> <url>
@RupertStiglitz I bow to your intellectual superiority. You and all the other mad #Brexit nutters.,leave,i bow to your intellectual superiority you and all the other mad <hashtag> nutters
#Japan's Abe Shinzo weighs in on #Brexit debate https://t.co/NVBzdqqGFb,leave,<hashtag> abe shinzo weighs in on <hashtag> debate <url>
@Number10gov Ministers face battle to get Housing Bill into law - https://t.co/RYj9KsEpCZ #BrExit 4 more houses 4 indigenous ppl of britain,leave,ministers face battle to get housing bill into law - <url> <hashtag> <number> more houses <number> indigenous ppl of britain
Brexit: The (animated) Movie https://t.co/fpzdtWvRxh via @YouTube,leave,brexit : the animated movie <url> via
Stops them voting for change and removes 2m supporters of a better Europe.  https://t.co/3zesWbDZ5B,leave,stops them voting for change and removes <number> m supporters of a better europe <url>
"Prof Minford is the conceited surgeon that claims his #brexit operation was successful
just too bad the patient died https://t.co/XxVqH5oD1B",leave,prof minford is the conceited surgeon that claims his <hashtag> operation was successful just too bad the patient died <url>
Why Countrywide Plc &amp; Foxtons Group Plc can't afford Brexit https://t.co/umOfoONylR #Estateagents,leave,why countrywide plc amp ; foxtons group plc can't afford brexit <url> <hashtag>
@LeaveEUOfficial https://t.co/jTFPSg22Wa,leave,<url>
"Britain faces migrant CHAOS: New 'summer of discontent' as thousands plot to storm border https://t.co/f5HwUTBw3Y
Should promote #Brexit",leave,britain faces migrant chaos : new ' summer of discontent ' as thousands plot to storm border <url> should promote <hashtag>
EU referendum: Donald Trump backs Brexit - BBC News https://t.co/Dq4YCxMd1Q,leave,eu referendum : donald trump backs brexit - bbc news <url>
If ever there was a reason to vote to remain...EU referendum: Donald Trump backs Brexit - https://t.co/TamHbyXCIv,leave,if ever there was a reason to vote to remaineu referendum : donald trump backs brexit - <url>
"@StrongerIn higher education is a privilege and not a right, these 'students' need to be reminded of that!",leave,higher education is a privilege and not a right these ' students ' need to be reminded of that
"@StrongerIn so if we stay in eu that means we get more zero hours contracts and employers can say 'we dont need to now, fuck off'",leave,so if we stay in eu that means we get more zero hours contracts and employers can say ' we dont need to now fuck off '
"#Strongerin Remember girls..it was the EU that taxed Fanny Pads
#Voteleave for fresher flange https://t.co/RZSF0yD11W",leave,<hashtag> remember girlsit was the eu that taxed fanny pads <hashtag> for fresher flange <url>
#VoteOut the Establishment - They are going against the will of the people. Lobbyist run their lives. #Trump2016 https://t.co/HBklZulhf3,leave,<hashtag> the establishment - they are going against the will of the people lobbyist run their lives <hashtag> <url>
Hasn't this result just robbed the Remain campaign of a key and long-standing argument against #Brexit: the risk to the Union? #SP16,leave,hasn't this result just robbed the remain campaign of a key and long-standing argument against <hashtag> the risk to the union <hashtag>
@grumpyfred3  https://t.co/7ueOylGX3g,leave,<url>
Trump backs Brexit. @StrongerIn press team dance giddily round office.,leave,trump backs brexit press team dance giddily round office
@LocutusBrussels @V0TE_LEAVE @StrongerIn that's a detector in the large Hadron collider in Switzerland. Not in the EU,leave,that's a detector in the large hadron collider in switzerland not in the eu
This is no longer Great Britain. Last chance to save ourselves is Brexit. My apologies to this dad from UK https://t.co/muHGpUzTZP,leave,this is no longer great britain last chance to save ourselves is brexit my apologies to this dad from uk <url>
"In 2015, Ireland-UK trade was €65 billion. Any reduction on trade due to #Brexit will be damaging to both our economies.",leave,in <number> ireland-uk trade was € <number> billion any reduction on trade due to <hashtag> will be damaging to both our economies
"RT: This is so powerful. The EU means so much for peace and democracy, and we take it for granted. #StrongerIn https://t.co/WYjIHspXT0",leave,rt : this is so powerful the eu means so much for peace and democracy and we take it for granted <hashtag> <url>
Wise nephew! x https://t.co/wHuZtrarhR,leave,wise nephew x <url>
@PeterRNeumann I'm middle aged highly educated was a europhile now reluctantly vote brexit! EU Weak divided corrupt value free dictatorship,leave,i'm middle aged highly educated was a europhile now reluctantly vote brexit eu weak divided corrupt value free dictatorship
#truth #ThursdayThoughts #TakeControl #makeithappen https://t.co/Fay1uSgVeY,leave,<hashtag> <hashtag> <hashtag> <hashtag> <url>
"Donald's support proves it stinks to leave, fearful that people will know of this support and change their minds😱 https://t.co/04NJS7D4VL",leave,donald's support proves it stinks to leave fearful that people will know of this support and change their minds 😱 <url>
Stop using my money to peddle pro EU crap #VoteLeave https://t.co/6lJGiA7Mco,leave,stop using my money to peddle pro eu crap <hashtag> <url>
@bbcquestiontime Your Bias towards the governments pro EU campaign is sickening. The Anti PC feeling is growing to get OUT OF THE EU.#noeu,leave,your bias towards the governments pro eu campaign is sickening the anti pc feeling is growing to get out of the eu <hashtag>
"#bbcqt If we vote #brexit does that mean everyone will vote against is in Eurovision. . . Oh! Yes, I see: they already do.",leave,<hashtag> if we vote <hashtag> does that mean everyone will vote against is in eurovision <elong> oh yes i see : they already do
#asylum it shames our country that we allow illegal immigrants &amp; deport Afghan translators who risked their lives for our troops #voteLeave,leave,<hashtag> it shames our country that we allow illegal immigrants amp ; deport afghan translators who risked their lives for our troops <hashtag>
"Trump, Le Pen, Galloway, Farage and Boris Johnson. The Brexit dream team is taking shape. https://t.co/2uxJDTPdMr",leave,trump le pen galloway farage and boris johnson the brexit dream team is taking shape <url>
"@ChukaUmunna when he flies in, has joint press conference with PM &amp; threatens us @vote_leave will condemn him",leave,when he flies in has joint press conference with pm amp ; threatens us will condemn him
@LeaveEUOfficial obviously @DavidCameron_MP has got a conveniently short memory. Being two faced will lose him his position as PM.,leave,obviously has got a conveniently short memory being two faced will lose him his position as pm
#Brexit currency concerns dampen #PrivateEquity dealmaking says @ElectraPartners Alex Fortescue https://t.co/uUryOO4mWh,leave,<hashtag> currency concerns dampen <hashtag> dealmaking says alex fortescue <url>
Japanese prime minister Shinzo Abe warns #Brexit could hit foreign investment - https://t.co/tw5DMSh4c2 https://t.co/XSph2VcZKX,leave,japanese prime minister shinzo abe warns <hashtag> could hit foreign investment - <url> <url>
#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/0DjJrZ3JeR,leave,<hashtag> <hashtag> time to <hashtag> time to <hashtag> and <hashtag> <url>
"Swallows and cuckoos will need visa to migrate to UK after #Brexit, warns the #StrongerIn #LittleEU'er camp.",leave,swallows and cuckoos will need visa to migrate to uk after <hashtag> warns the <hashtag> <hashtag> camp
@StrongerIn Ha World Leaders?  You must be joking. Better off doing the opposite of what they tell us. We won't be fooled #brexit #voteleave,leave,ha world leaders you must be joking better off doing the opposite of what they tell us we won't be fooled <hashtag> <hashtag>
🎥 in Stocksbridge today with one of Yorkshire's top businessmen. Mark Dransfield says Brexit would kill investment. https://t.co/X1MGvw2bbj,leave,🎥 in stocksbridge today with one of yorkshire's top businessmen mark dransfield says brexit would kill investment <url>
"Brexit fears putting overseas firms off UK commercial property, says report https://t.co/R84IWg0H53 #Brexit #Houses https://t.co/wEd7dCQ8Gx",leave,brexit fears putting overseas firms off uk commercial property says report <url> <hashtag> <hashtag> <url>
@BeverleyTruth @RJohnDickinson @vote_leave truth behind #brexit https://t.co/TfCxv5pfQW,leave,truth behind <hashtag> <url>
UKIP doing as predicted at the moment.. :-) #wales2016 #brexit #voteleave #go #gogogo,leave,ukip doing as predicted at the moment : - <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
don't let this happen it's your duty to #VoteLeave https://t.co/GbQt51T2sT,leave,don't let this happen it's your duty to <hashtag> <url>
Wolfgang Tillmans designs posters opposing Brexit vote https://t.co/35YOTI1zyi via @dezeen,leave,wolfgang tillmans designs posters opposing brexit vote <url> via
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/1EC5PsgTH8",leave,donald trump backs brexit saying uk would be ' better off ' without eu <url>
How Brexit Presents a Roadblock to the EU-US Establishment https://t.co/Hapg5tKJJm #Infowars,leave,how brexit presents a roadblock to the eu-us establishment <url> <hashtag>
The Eurozone Risks Intensifying its Demise Why Britain Must Leave https://t.co/I9KpgQdY7M #brexit #voteleave #euref #remain #go #June23,leave,the eurozone risks intensifying its demise why britain must leave <url> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
@Insinuare @Langworthy_47 and I think this clearly demonstrates the #StrongerIn view that we stay not for UK benefit but only the EU's🤔 mad!,leave,and i think this clearly demonstrates the <hashtag> view that we stay not for uk benefit but only the eu's 🤔 mad
